URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
34,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,20,4,1.99999975,0.036253776,11.82142857,0.697885196,5.007725507,11.82142857,462,662,1751,0,5.25
35,https://insights.blackcoffer.com/evolution-of-advertising-industry/,13,9,0.22222221,0.042065009,12.45238095,0.682600382,5.253992534,12.45238095,357,523,1406,1,5.55
36,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2,11,-0.40909089,0.057268722,17.46153846,0.691629956,7.261267367,17.46153846,157,227,599,2,5.431746032
37,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,19,54,-0.324074071,0.103107344,15.39130435,0.631355932,6.409064112,15.39130435,447,708,1846,31,5.214634146
38,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,10,59,-0.415254234,0.07483731,15.89655172,0.726681128,6.649293141,15.89655172,670,922,2488,2,5.152727273
39,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,9,16,-0.218749993,0.051440329,15.1875,0.631687243,6.327674897,15.1875,307,486,1229,4,5.005555556
40,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,20,28,-0.14285714,0.039056143,13.35869565,0.654190399,5.60515442,13.35869565,804,1229,3334,10,4.921365753
41,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,27,8,1.187499926,0.073995772,10.75,0.684989429,4.573995772,10.75,324,473,1232,4,5.204172876
42,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,6,6,0,0.045112782,15.64705882,0.627819549,6.509951349,15.64705882,167,266,650,0,5.066666667
43,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,14,19,-0.131578944,0.041353383,15.96,0.576441103,6.614576441,15.96,460,798,1898,4,4.909569798
44,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,11,12,-0.041666665,0.049676026,18.52,0.680345572,7.680138229,18.52,315,463,1196,1,5.508943089
45,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,12,12,0,0.099173553,8.344827586,0.731404959,3.630493018,8.344827586,177,242,700,0,5.221649485
46,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,2,0.499999875,0.050847457,11.8,0.694915254,4.997966102,11.8,82,118,313,1,5.441717791
47,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,16,21,-0.119047616,0.069811321,9.636363636,0.618867925,4.102092624,9.636363636,328,530,1333,19,4.82630273
48,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,6,-0.083333326,0.088709677,12.4,0.637096774,5.21483871,12.4,79,124,310,1,4.805555556
49,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,21,42,-0.249999997,0.073943662,12.34782609,0.701877934,5.219881608,12.34782609,598,852,2287,0,5.702936097
50,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,6,14,-0.285714276,0.055248619,11.67741935,0.610497238,4.915166637,11.67741935,221,362,890,9,5.142314991
51,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,12,32,-0.312499995,0.067692308,13,0.723076923,5.489230769,13,470,650,1812,7,4.885849057
52,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,16,53,-0.3490566,0.056883759,16.39189189,0.682605111,6.829798801,16.39189189,828,1213,3204,15,5.414875073
53,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,18,29,-0.189655169,0.045192308,14.44444444,0.660576923,6.042008547,14.44444444,687,1040,2891,19,4.786651455
54,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,11,34,-0.338235289,0.043945312,14.84057971,0.5703125,6.164356884,14.84057971,584,1024,2406,18,4.902825637
55,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,17,10,0.349999983,0.053677932,7.507462687,0.638170974,3.258253464,7.507462687,321,503,1417,1,4.647791619
56,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,17,13,0.153846148,0.035629454,14.51724138,0.586698337,6.041575887,14.51724138,494,842,2211,4,4.622695035
57,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,11,10,0.049999998,0.073170731,16.88235294,0.588850174,6.988481246,16.88235294,169,287,783,8,4.739316239
58,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,34,28,0.107142855,0.054915855,16.60294118,0.635961027,6.895560882,16.60294118,718,1129,2868,8,5.197988686
59,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,12,50,-0.379999996,0.095384615,9.285714286,0.583076923,3.947516484,9.285714286,379,650,1634,13,4.86437247
60,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,16,21,-0.119047616,0.051748252,9.794520548,0.545454545,4.135990037,9.794520548,390,715,1746,5,4.615794144
61,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,11,44,-0.374999996,0.066185319,14.08474576,0.620938628,5.882273756,14.08474576,516,831,1926,2,5.004198153
62,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,14,23,-0.19565217,0.035171103,11.31182796,0.649239544,4.784427,11.31182796,683,1052,2625,9,5.268854749
63,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,12,61,-0.401639341,0.106725146,9.5,0.597953216,4.039181287,9.5,409,684,1737,15,4.899903754
64,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,22,42,-0.238095235,0.065106816,14.67164179,0.618514751,6.116062617,14.67164179,608,983,2636,5,4.871173469
65,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4,13,-0.346153833,0.033268102,18.92592593,0.681017613,7.842777415,18.92592593,348,511,1349,1,5.225
66,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,9,39,-0.38461538,0.057623049,20.825,0.701080432,8.610432173,20.825,584,833,2219,1,5.433277027
67,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,13,60,-0.391666663,0.0625,14.6,0.655821918,6.102328767,14.6,766,1168,2996,5,5.163325472
68,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,10,39,-0.371794867,0.017537581,11.26612903,0.487831067,4.70158404,11.26612903,1363,2794,5164,0,5.132058288
69,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,12,56,-0.392857139,0.061151079,13.39759036,0.712230216,5.643928231,13.39759036,792,1112,3116,10,5.056122449
70,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,19,48,-0.30208333,0.059661621,18.11290323,0.687444346,7.520139029,18.11290323,772,1123,2868,0,5.539534884
71,https://insights.blackcoffer.com/human-rights-outlook/,2,6,-0.333333306,0.073394495,13.625,0.577981651,5.681192661,13.625,63,109,268,2,4.78313253
72,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,18,7,0.78571423,0.034674064,15.67391304,0.59223301,6.506458421,15.67391304,427,721,1616,2,4.997910136
73,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,25,45,-0.22222222,0.062388592,9.508474576,0.612299465,4.048309617,9.508474576,687,1122,3119,6,4.973194748
74,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,28,28,0,0.045016077,13.97752809,0.631832797,5.843744355,13.97752809,786,1244,3055,5,5.138225256
75,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,9,29,-0.34482758,0.051420839,15.72340426,0.602165088,6.530227737,15.72340426,445,739,1836,3,5.068544601
76,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,8,51,-0.421568623,0.045914397,16.26582278,0.646692607,6.765006157,16.26582278,831,1285,3149,1,5.31986532
77,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,7,35,-0.399999994,0.062130177,13.79591837,0.618343195,5.765704625,13.79591837,418,676,1689,6,5.069214876
78,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,13,36,-0.31944444,0.064136126,10.61111111,0.640052356,4.500465387,10.61111111,489,764,2070,37,4.872937294
79,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,18,32,-0.218749997,0.073855244,17.81578947,0.667651403,7.393376351,17.81578947,452,677,1908,12,5.009124088
80,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,17,59,-0.3559322,0.07755102,14.84848485,0.578571429,6.170822511,14.84848485,567,980,2216,3,5.318646735
81,https://insights.blackcoffer.com/travel-and-tourism-outlook/,2,6,-0.333333306,0.066666666,13.33333333,0.525,5.543333333,13.33333333,63,120,281,2,4.544973545
82,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,17,49,-0.326530609,0.089673913,12.47457627,0.618206522,5.237113117,12.47457627,455,736,1831,13,4.886156648
83,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,8,38,-0.394736837,0.095833333,14.11764706,0.566666667,5.87372549,14.11764706,272,480,1036,4,5.060606061
84,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,16,54,-0.351851849,0.093959731,14.05660377,0.706040268,5.905057617,14.05660377,526,745,2055,4,5.314847943
85,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,10,26,-0.307692302,0.055900621,16.51282051,0.644409938,6.86289218,16.51282051,415,644,1748,7,4.757660167
86,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,7,-0.142857133,0.040268456,11.92,0.634228188,5.021691275,11.92,189,298,710,0,5.671018277
87,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,7,6,0.083333326,0.029953917,12.4,0.546082949,5.17843318,12.4,237,434,953,4,4.753267974
88,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,12,48,-0.374999996,0.080536913,21.28571429,0.659060403,8.777909875,21.28571429,491,745,1904,3,5.378378378
89,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,10,15,-0.166666661,0.061881188,13.03225806,0.561881188,5.437655701,13.03225806,227,404,1069,42,4.277158774
90,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,7,44,-0.420454541,0.067105263,15.2,0.642105263,6.336842105,15.2,488,760,1813,0,5.279538905
91,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14,50,-0.359999996,0.092753623,13.26923077,0.72173913,5.59638796,13.26923077,498,690,1886,0,5.341772152
92,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,15,44,-0.329545451,0.080491132,14.37254902,0.634379263,6.002771313,14.37254902,465,733,1836,3,5.392892399
93,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,17,47,-0.319148933,0.070098576,16.30357143,0.581599124,6.754068221,16.30357143,531,913,2174,8,5.088235294
94,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,19,38,-0.249999997,0.05666004,13.59459459,0.624254473,5.687539627,13.59459459,628,1006,2577,4,4.921153846
95,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,22,57,-0.307017541,0.061192874,13.73404255,0.615027111,5.739627866,13.73404255,794,1291,3085,4,5.086074561
96,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,6,20,-0.349999991,0.051896207,21.7826087,0.566866267,8.939789985,21.7826087,284,501,1291,46,4.315068493
97,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,25,76,-0.335526314,0.074319352,17.20253165,0.629874908,7.132962621,17.20253165,856,1359,3394,11,5.292170257
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,9,22,-0.295454539,0.03974359,9.873417722,0.592307692,4.186290166,9.873417722,462,780,1999,7,4.585173502
99,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,5,13,-0.307692296,0.071146245,12.04761905,0.628458498,5.070431018,12.04761905,159,253,621,1,5.52238806
100,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,20,111,-0.409909908,0.083974359,16.25,0.619871795,6.747948718,16.25,967,1560,3706,1,5.266697805
101,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,15,54,-0.361111108,0.079676674,13.32307692,0.64665127,5.587891277,13.32307692,560,866,2484,36,4.529338327
102,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,16,63,-0.37301587,0.064437194,12.51020408,0.600326264,5.244212138,12.51020408,736,1226,2895,12,5.054290718
103,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,22,66,-0.333333331,0.071255061,15.83333333,0.633198381,6.586612686,15.83333333,782,1235,3059,11,5.052048726
104,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,25,62,-0.298387094,0.060500695,13.82692308,0.592489569,5.767765058,13.82692308,852,1438,3371,9,5.32249742
105,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,31,34,-0.044117646,0.052802599,19.85483871,0.658001625,8.205136134,19.85483871,810,1231,3320,2,5.222647702
106,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,9,33,-0.363636358,0.073170732,17.9375,0.655052265,7.437020906,17.9375,376,574,1439,3,5.102747909
107,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,14,70,-0.399999997,0.075607561,14.06329114,0.666066607,5.891743098,14.06329114,740,1111,2892,7,5.284461153
108,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,17,34,-0.249999996,0.078220859,10.68852459,0.605828221,4.517741124,10.68852459,395,652,1679,5,4.961460446
109,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,1,23,-0.478260859,0.046153846,15.75757576,0.607692308,6.546107226,15.75757576,316,520,1219,1,5.359467456
110,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,13,54,-0.379629626,0.05226209,25.1372549,0.635725429,10.30919213,25.1372549,815,1282,3001,2,5.254034668
111,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,32,42,-0.119047618,0.059773829,17.19444444,0.655088853,7.139813319,17.19444444,811,1238,3164,0,5.32388664
112,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,15,31,-0.258064512,0.047179487,15.234375,0.621538462,6.342365385,15.234375,606,975,2430,8,5.281273131
113,https://insights.blackcoffer.com/continued-demand-for-sustainability/,18,47,-0.308510635,0.087365591,17.71428571,0.727150538,7.376574501,17.71428571,541,744,2078,0,5.879275654
114,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,6,20,-0.349999991,0.093862816,23.08333333,0.646209386,9.491817088,23.08333333,179,277,714,4,5.734636872
115,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,2,3,-0.166666639,0.024154589,12.9375,0.570048309,5.403019324,12.9375,118,207,498,7,4.540880503
116,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,16,-0.499999984,0.069264069,15.4,0.649350649,6.41974026,15.4,150,231,671,5,4.764102564
117,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,13,-0.499999981,0.076470588,17,0.517647059,7.007058824,17,88,170,368,3,4.95045045
118,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,3,24,-0.437499991,0.163636363,10.3125,0.666666667,4.391666667,10.3125,110,165,446,8,5.003984064
119,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,17,26,-0.17307692,0.089958159,10.62222222,0.627615063,4.499934914,10.62222222,300,478,1182,2,5.61147541
120,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,9,50,-0.409999996,0.082402235,13.76923077,0.627094972,5.758530297,13.76923077,449,716,1743,0,5.041385948
121,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,6,47,-0.436170208,0.080424886,16.475,0.588770865,6.825508346,16.475,388,659,1631,4,4.908997955
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,16,66,-0.378787876,0.066993464,14.74698795,0.640522876,6.155004331,14.74698795,784,1224,3137,1,5.164738292
123,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,21,-0.380952372,0.064837905,12.15151515,0.655860349,5.1229502,12.15151515,263,401,1085,2,5.095469256
124,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,20,28,-0.14285714,0.060991105,14.30909091,0.639135959,5.979290747,14.30909091,503,787,1986,2,5.139410188
125,https://insights.blackcoffer.com/blockchain-in-fintech/,8,25,-0.339999993,0.055462185,16.52777778,0.717647059,6.898169935,16.52777778,427,595,1650,2,5.202545069
126,https://insights.blackcoffer.com/blockchain-for-payments/,15,35,-0.285714282,0.078492936,11.7962963,0.678178964,4.989790104,11.7962963,432,637,1665,9,5.422149123
127,https://insights.blackcoffer.com/the-future-of-investing/,22,14,0.285714276,0.030927835,14.02409639,0.587628866,5.844690101,14.02409639,684,1164,2683,2,5.197936815
128,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,15,37,-0.297297293,0.063569682,11.20547945,0.65403423,4.743805473,11.20547945,535,818,2104,2,5.166089965
129,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,17,13,0.153846148,0.06012024,16.09677419,0.735470942,6.732898054,16.09677419,367,499,1436,0,5.754189944
130,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,13,40,-0.337499996,0.075606277,10.78461538,0.686162625,4.588311204,10.78461538,481,701,1920,8,5.094646272
131,https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,18,47,-0.308510635,0.064356436,16.83333333,0.664356436,6.999075908,16.83333333,671,1010,2683,3,5.071808511
132,https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,33,14,0.678571404,0.055753262,13.59677419,0.727164887,5.729575632,13.59677419,613,843,2308,0,5.689929329
133,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,19,36,-0.236111108,0.069620253,14.36363636,0.724050633,6.035074799,14.36363636,572,790,2230,13,5.715992647
134,https://insights.blackcoffer.com/bank-risk-management-india/,17,39,-0.282051278,0.059701492,12.67567568,0.504264392,5.271976027,12.67567568,473,938,2025,0,5.121019108
135,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,31,30,0.016666666,0.067403315,12.39726027,0.713812155,5.244428971,12.39726027,646,905,2427,0,5.588047809
136,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,12,25,-0.259999995,0.063356164,13.27272727,0.626712329,5.559775841,13.27272727,366,584,1391,0,5.161209068
137,https://insights.blackcoffer.com/mitigating-bank-risk-management/,20,37,-0.229729727,0.058282209,15.04615385,0.604294479,6.26017933,15.04615385,591,978,2448,2,5.251846381
138,https://insights.blackcoffer.com/future-of-bank-risk-management/,9,32,-0.359374994,0.078694818,13.71052632,0.631477927,5.736801697,13.71052632,329,521,1433,2,5.106748466
139,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,21,25,-0.079999998,0.043437205,18.57894737,0.693106704,7.708821629,18.57894737,734,1059,2854,18,5.186451212
140,https://insights.blackcoffer.com/marketing-analytics-needs/,32,14,0.64285712,0.046092184,14.05633803,0.719438878,5.910310762,14.05633803,718,998,2763,6,5.349730458
141,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,30,21,0.214285709,0.083743842,16.91666667,0.714285714,7.052380952,16.91666667,435,609,1688,0,5.467650397
